Scheme Name	Net Asset Value
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF	52.9975
ICICI Prudential Nifty 50 ETF	217.3702
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF	202.4229
ICICI Prudential Nifty Auto ETF	163.5165
ICICI Prudential Nifty Bank ETF	45.5983
ICICI Prudential Nifty Commodities ETF	65.8051
ICICI Prudential Nifty Financial Services Ex-BaNk ETF	20.3974
ICICI Prudential Nifty FMCG ETF	533.6136
ICICI Prudential Nifty Healthcare ETF	97.7265
ICICI Prudential Nifty India Consumption ETF	86.1495
ICICI Prudential Nifty Infrastructure ETF	63.5811
ICICI Prudential Nifty IT ETF	33.9929
ICICI Prudential Nifty Midcap 150 ETF	156.6957
ICICI Prudential Nifty Next 50 ETF	47.6887
ICICI Prudential Nifty Private Bank ETF	234.2951
ICICI Prudential Nifty PSU Bank ETF	47.2686
ICICI Prudential Nifty50 Value 20 ETF	114.0698
ICICI Prudential S&P BSE 500 ETF	29.3283
ICICI Prudential S&P BSE Liquid Rate ETF	1000.0000
ICICI Prudential S&P BSE Midcap Select ETF	123.1704
ICICI Prudential S&P BSE Sensex ETF	741.0423
ICICI PRUDENTIAL SILVER ETF	72.6322
	
	
	
Invesco India Nifty 50 Exchange Traded Fund	2204.4366
	
	
	
Kotak Nifty 100 Low Volatility 30 ETF	15.4837
Kotak Nifty 1D Rate Liquid ETF	1000
Kotak Nifty 50 ETF	212.8224
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option	116.3181
Kotak Nifty Alpha 50 ETF	34.9939
Kotak Nifty Bank ETF	461.2277
Kotak Nifty India Consumption ETF	85.2346
Kotak Nifty IT ETF	33.8357
Kotak Nifty Midcap 50 ETF	117.653
Kotak Nifty MNC ETF	22.5583
Kotak Nifty PSU Bank ETF	468.6207
Kotak S&P BSE Sensex ETF	71.0676
Kotak Silver ETF	70.7101
	
	
	
LIC MF Nifty 100 ETF	211.9316
LIC MF Nifty 50 ETF	215.5575
LIC MF Nifty 8-13 yr G-Sec ETF	23.9597
LIC MF S & P BSE Sensex ETF	729.7601
	
	
	
Mirae Asset Hang Seng TECH ETF	14.4509
Mirae Asset ESG Sector Leaders ETF	32.3996
Mirae Asset Nifty 100 Low Volatility 30 ETF	152.3628
Mirae Asset Nifty 1D Rate Liquid ETF	1000.0000
Mirae Asset Nifty 50 ETF (MAN50ETF)	208.7593
Mirae Asset Nifty 8-13 yr Gsec ETF	24.6561
Mirae Asset Nifty Bank ETF	451.9066
Mirae Asset Nifty Financial Services ETF	20.4617
Mirae Asset Nifty India Manufacturing ETF	101.0707
Mirae Asset Nifty Midcap 150 ETF Regular Growth Option	15.4606
Mirae Asset Nifty Next 50 ETF (MANxt50ETF)	466.4096
Mirae Asset NYSE FANG + ETF	64.2816
Mirae Asset S&P 500 Top 50 ETF	32.9600
Mirae Asset Silver ETF	71.1650
	
	
	
Motilal Oswal Nasdaq 100 ETF (MOFN100)	123.8988
Motilal Oswal Nasdaq Q50 ETF	53.7665
Motilal Oswal Nifty 200 Momentum 30 ETF	46.4283
Motilal Oswal Nifty 5 year Benchmark G-sec ETF	52.6162
Motilal Oswal Nifty 50 ETF	200.9306
Motilal Oswal Nifty Midcap 100 ETF	43.5936
Motilal Oswal SP BSE Enhanced Value ETF	63.5906
Motilal Oswal S&P BSE Healthcare ETF	28.4676
Motilal Oswal S&P BSE Low Volatility ETF	28.7843
Motilal Oswal S&P BSE Quality ETF	139.5203
	
	
	
CPSE ETF	52.3612
Nippon India ETF Hang Seng BeES	265.7870
Nippon India ETF Nifty 100	206.5659
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option	1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec	52.8473
Nippon India ETF Nifty 50 BeES	218.5646
Nippon India ETF Nifty 50 Shariah BeES	441.9385
Nippon India ETF Nifty 50 Value 20	117.1666
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt	24.3211
Nippon India ETF Nifty Bank BeES	460.4817
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50	115.6799
Nippon India ETF Nifty Dividend Opportunities 50	58.0085
Nippon India ETF Nifty India Consumption	92.9132
Nippon India ETF Nifty Infrastructure BeES	646.9681
Nippon India ETF Nifty IT	34.0607
Nippon India ETF Nifty Midcap 150	156.9517
Nippon India ETF Nifty Next 50 Junior BeES	489.2367
Nippon India ETF Nifty PSU Bank BeES	52.3005
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight	114.9684
Nippon India ETF S&P BSE Sensex	741.3918
Nippon India ETF S&P BSE Sensex Next 50	60.0211
Nippon India Nifty Auto ETF	163.5826
Nippon India Nifty Pharma ETF	15.4921
Nippon India Silver ETF	70.1644
	
	
	
Quantum Nifty 50 ETF	2115.4667
	
	
	
SBI Nifty 10 yr Benchmark G-Sec ETF	217.5349
SBI Nifty 200 Quality 30 ETF	174.3454
SBI Nifty 50 ETF	206.6396
SBI Nifty Bank ETF	456.6363
SBI Nifty Consumption ETF	85.9859
SBI Nifty IT ETF	339.9908
SBI Nifty Next 50 ETF	484.1734
SBI Nifty Private Bank ETF	236.9398
SBI S&P BSE 100 ETF	219.2887
SBI S&P BSE SENSEX ETF	719.1142
SBI S&P BSE Sensex Next 50 ETF	612.7216
	
	
	
Tata Nifty 50 Exchange Traded Fund	209.1671
Tata Nifty India Digital Exchange Traded Fund	67.1159
Tata Nifty Private Bank Exchange Traded Fund	239.8343
	
	
	
UTI Nifty Next 50 Exchange Traded Fund	48.7096
UTI - S&P BSE Sensex Next 50 Exchange Traded Fund	61.034
UTI Nifty 50 ETF	2127.2041
UTI Nifty Bank ETF	45.908
UTI Nifty Midcap 150 Exchange Traded Fund	153.3582
UTI S&P BSE Sensex ETF	714.6485
UTI Silver Exchange Traded Fund	71.7621
	
	
	
	
	
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH	17.15
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH	15.8
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW	17.15
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW	15.81
	
	
	
Axis Children's Gift Fund - Lock in - Direct Growth	23.4578
Axis Children's Gift Fund - Lock in - Direct Plan - IDCW	23.4379
Axis Children's Gift Fund - Lock in - Regular Growth	21.0761
Axis Children's Gift Fund - Lock in - Regular Plan - IDCW	21.0876
Axis Children's Gift Fund - No Lock in - Direct Growth	23.8269
Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW	23.4727
Axis Children's Gift Fund - No Lock in - Regular Plan - Growth	21.0735
Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW	21.0700
	
	
	
HDFC Children Gift Fund-Savings	44.0722
HDFC Childrens Gift Fund - Direct Plan	253.321
HDFC Childrens Gift Fund - Growth Plan	231.958
HDFC Childrens Gift Fund Savings Plan-Direct Plan	45.8807
	
	
	
ICICI Prudential Child Care Fund (Gift Plan) - Cumulative	234.27
ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative	253.99
	
	
	
LIC MF Children's Gift Fund-Direct Plan-Growth	29.73
LIC MF Children's Gift Fund-Regular Plan-Growth	27.0786
	
	
	
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth	30.3264
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth	29.0931
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH	94.2067
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH	86.9904
	
	
	
Tata Young Citizens' Fund -Regular Plan-Growth Option	49.5141
Tata Young Citizens' Fund-Direct Plan-Growth Option	54.5628
	
	
	
UTI CCF Saving Plan - Direct Plan	34.2064
UTI CCF Saving Plan - Regular Plan	33.5811
UTI CCF Investment Plan - Direct Plan - Growth Option	72.7336
UTI CCF Investment Plan - Direct Plan - IDCW	72.8592
UTI CCF Investment Plan - Regular Plan - Growth Option	66.831
UTI CCF Investment Plan - Regular Plan - IDCW	66.8351
	
	
	
	
	
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW	16.225
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth	16.235
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW	15.074
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth	15.081
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW	15.632
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth	15.635
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW	14.583
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth	14.583
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW	13.241
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW	12.4355
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth	13.2412
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth	12.4365
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW	12.566
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW	11.8284
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth	12.566
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth	11.8275
	
	
	
Axis Retirement Savings Fund - Aggressive Plan - Direct Growth	14.64
Axis Retirement Savings Fund - Aggressive Plan - Direct Plan - IDCW	14.60
Axis Retirement Savings Fund - Aggressive Plan - Regular Growth	13.75
Axis Retirement Savings Fund - Aggressive Plan - Regular Plan - IDCW	13.75
Axis Retirement Savings Fund - Conservative Plan - Direct Growth	13.9522
Axis Retirement Savings Fund - Conservative Plan - Direct Plan - IDCW	13.8242
Axis Retirement Savings Fund - Conservative Plan - Regular Growth	13.0916
Axis Retirement Savings Fund - Conservative Plan - Regular Plan - IDCW	13.0908
Axis Retirement Savings Fund - Dynamic Plan - Direct Growth	15.38
Axis Retirement Savings Fund - Dynamic Plan - Direct Plan - IDCW	15.21
Axis Retirement Savings Fund - Dynamic Plan - Regular Growth	14.38
Axis Retirement Savings Fund - Dynamic Plan - Regular Plan - IDCW	14.38
	
	
	
Franklin India  PENSION PLAN - Direct - Growth	193.5333
Franklin India Pension Plan - Direct - IDCW 	19.0807
Franklin India Pension Plan - IDCW 	17.2369
Franklin India Pension Plan-Growth	179.1325
	
	
	
HDFC Retirement Savings Fund - Equity Plan - Growth Option	38.3
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan	42.514
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option	18.4397
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan	20.3719
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option	30.801
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan	34.217
	
	
	
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option	19.40
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option	19.41
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option	18.05
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option	18.05
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option	15.2389
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option	15.2386
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option	14.2819
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option	14.2818
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option	14.1517
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option	14.1516
ICICI Prudential Retirement Fund - Pure Debt - Growth Option	13.2746
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option	13.2748
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option	22.93
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option	22.93
ICICI Prudential Retirement Fund - Pure Equity - Growth Option	21.35
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option	21.36
	
	
	
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option	19.2013
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option	17.2027
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option	19.2013
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option	19.2013
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option	17.2004
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option	17.2004
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option	20.8750
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option	18.6544
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option	23.9317
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option	23.9317
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option	21.6252
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option	21.6252
	
	
	
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth	15.9454
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.9471
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth	15.4341
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.4340
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth	16.9850
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.9759
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth	16.3786
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.3792
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth	13.4027
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4012
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth	13.1660
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1674
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth	12.4053
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4035
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth	12.2382
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2380
	
	
	
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option	31.0758
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option	27.1266
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option	58.1914
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option	50.1591
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option	49.9135
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option	58.9876
	
	
	
Union Retirement Fund - Direct Plan - Growth Option	12.07
Union Retirement Fund - Direct Plan - IDCW Option	12.07
Union Retirement Fund - Regular Plan - Growth Option	11.87
Union Retirement Fund - Regular Plan - IDCW Option	11.87
	
	
	
UTI - Retirement Benefit Pension Fund - Regular Plan	39.7686
UTI - Retirement Benefit Pension Fund- Direct	42.4086
	
	
	
	
	
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-DIVIDEND PAYOUT	9.9235
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-GROWTH	10.4201
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-DIVIDEND PAYOUT	9.9048
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-GROWTH	10.2799
	
	
	
	
	
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment	10.0087785
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth	0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment	10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth	10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth	10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout	10.018167
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth	10.39494886
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout	10.0036
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth	10.1855
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout	10.0029
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth	10.1862
	
	
	
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth	23.9827
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option	11.1485
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option	11.1302
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option	23.7418
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option	31.9642
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option	10.0000
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option	10.8556
Nippon India Interval Fund V - Series 2 - Dividend Payout Option	10.0001
Nippon India Interval Fund V - Series 2 - Growth Option	10.8332
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option	10.8758
Nippon India Interval Fund V- Series 1- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Growth Option	10.8539
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option	30.0842
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option	10.0033
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option	10.0002
Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth	30.4265
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option	10.0399
Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option	29.8697
Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option	10.0291
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	10.0172
Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth	30.3775
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option	10.0171
Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option	10.0304
Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option	31.8506
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	11.1958
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth	32.3088
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option	11.1682
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option	10.0212
Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth	30.9194
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option	11.1078
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option	11.0887
Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option	30.3917
Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option	30.7593
Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option	17.9330
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option	11.2263
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth	18.9422
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option	11.1656
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option	10.9903
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option	18.4492
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option	18.3223
Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option	12.9909
Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option	12.9909
Reliance Interval Fund -IV -Series 2 - Dividend Payout Option	12.721
Reliance Interval Fund -IV -Series 2 - Growth Option	12.721
Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option	12.6668
Reliance Interval Fund IV- Series 3- Direct Plan-Growth option	12.6668
Reliance Interval Fund IV- Series 3- Dividend Payout Option	12.4325
Reliance Interval Fund IV- Series 3- Growth option	12.4325
	
	
	
	
	
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth	20.84
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW	20.84
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth	20.19
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW	20.19
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth	24.84
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW	24.84
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth	23.93
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW	23.94
	
	
	
ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option	20.05
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option	20.77
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option	20.77
ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option	20.04
ICICI Prudential R.I.G.H.T. Fund Dividend	22.73
ICICI Prudential R.I.G.H.T. Fund Growth	39.09
	
	
	
Reliance Equity Linked Saving Fund - Series I - Dividend Plan	32.0820
Reliance Equity Linked Saving Fund - Series I - Growth Plan	32.0820
	
	
	
SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH	32.5712
SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	27.4530
SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH	31.5331
SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	26.5512
SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH	34.0084
SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	28.7805
SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH	32.9356
SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	27.8514
SBI Long Term Advantage Fund - Series III - Direct Plan - Growth	34.5033
SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	29.0788
SBI Long Term Advantage Fund - Series III - Regular Plan - Growth	32.5960
SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	27.6010
SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth	38.1742
SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	32.3917
SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth	36.6634
SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	31.0611
SBI Long Term Advantage Fund - Series V - Direct Plan - Growth	19.1968
SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.1975
SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.5893
SBI Long Term Advantage Fund Series V - Regular Plan - Growth	18.5976
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth	24.3370
SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	24.3163
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth	23.5851
SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.5901
SBI TAX ADVANTAGE FUND - SERIES II - GROWTH	79.8534
SBI Tax Advantage Fund-Series- II - Income Distribution cum Capital Withdrawal Option (IDCW)	58.7332
SBI Tax Advantage Fund - Series III - Direct Plan - Growth Option	74.5842
SBI Tax Advantage Fund - Series III - Regular Plan - Growth	71.7834
SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	59.3997
SBI Tax Advantage Fund-Series- III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	57.1180
	
	
	
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth	26.7903
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.6758
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth	26.1043
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.0215
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth	23.0777
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.0777
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth	22.6172
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.6170
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth	21.7688
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	21.7688
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth	20.8612
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	20.8611
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth	22.3270
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.3270
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth	21.7979
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	21.7979
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth	26.4018
